,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28W03.wav
1955,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A16.wav
1734,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A33.wav
583,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18N13.wav
407,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A12.wav
107,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A45.wav
1264,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A02.wav
2973,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A24.wav
109,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N07.wav
1094,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A68.wav
411,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01H01.wav
410,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N79.wav
1049,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02H01.wav
2790,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05A01.wav
452,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A03.wav
1841,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11S01.wav
794,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S15.wav
1101,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S08.wav
241,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N19.wav
1653,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A09.wav
1332,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16W01.wav
2712,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N26.wav
2770,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03A02.wav
2572,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S14.wav
252,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A25.wav
2966,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N05.wav
1524,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W07.wav
2577,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N01.wav
2914,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06S07.wav
1488,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22W02.wav
164,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A07.wav
2483,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A06.wav
1553,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A31.wav
1160,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N10.wav
1231,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13W03.wav
1032,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32F01.wav
2098,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N11.wav
975,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A01.wav
2235,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41W05.wav
1894,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S11.wav
2332,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A06.wav
2205,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S04.wav
2769,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42N01.wav
2163,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A19.wav
1246,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S14.wav
2756,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A19.wav
928,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40S01.wav
404,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A04.wav
147,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A67.wav
765,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03W05.wav
328,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A10.wav
2116,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S38.wav
1721,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N07.wav
986,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43H01.wav
1115,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A15.wav
2248,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26W02.wav
1031,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A08.wav
2993,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06N03.wav
1354,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F16F02.wav
1620,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N12.wav
127,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A62.wav
113,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A50.wav
1586,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N13.wav
1269,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S18.wav
905,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S08.wav
41,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S02.wav
2670,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N24.wav
2683,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N23.wav
1763,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N12.wav
711,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07W02.wav
2823,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N06.wav
434,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19S03.wav
1054,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N16.wav
1248,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19W01.wav
1953,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N09.wav
214,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A44.wav
1040,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N41.wav
2972,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M46A05.wav
943,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H02.wav
772,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S09.wav
1652,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28W02.wav
2329,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14N06.wav
902,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21A03.wav
2839,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M49N04.wav
566,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43W05.wav
2566,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S05.wav
2022,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S06.wav
2982,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N11.wav
702,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A30.wav
1147,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F25A05.wav
25,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N65.wav
333,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A24.wav
1190,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A53.wav
455,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A01.wav
2029,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A06.wav
1567,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A10.wav
581,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N60.wav
2840,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04H02.wav
1125,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N03.wav
991,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09A11.wav
653,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A17.wav
2010,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N06.wav
1847,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A16.wav
2659,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A07.wav
931,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N06.wav
1105,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24A03.wav
1003,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32H02.wav
1546,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S38.wav
2304,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A20.wav
264,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M10A02.wav
1484,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N66.wav
402,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30N03.wav
734,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N02.wav
2055,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29N05.wav
740,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A01.wav
2251,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20H04.wav
2048,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A32.wav
1130,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01H02.wav
729,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A49.wav
2727,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S19.wav
617,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S25.wav
2604,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A04.wav
2385,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03H02.wav
2875,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N12.wav
620,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A16.wav
2895,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06N04.wav
1451,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43W06.wav
2002,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N53.wav
2697,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S17.wav
1750,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12N12.wav
1263,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A28.wav
2810,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02H03.wav
677,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A21.wav
1607,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12N05.wav
1070,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A37.wav
1983,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N02.wav
1993,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N05.wav
837,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03H01.wav
1757,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30A05.wav
134,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S01.wav
2231,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S10.wav
468,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M46N02.wav
787,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H10.wav
1393,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H08.wav
2786,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S02.wav
1382,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N33.wav
2240,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S11.wav
1765,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20N01.wav
1695,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N08.wav
1457,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A05.wav
2912,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N13.wav
65,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A40.wav
2921,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A53.wav
332,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N34.wav
1996,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30A01.wav
2893,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A04.wav
2162,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N46.wav
659,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A01.wav
2407,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S12.wav
1537,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S42.wav
1717,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A15.wav
1736,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N01.wav
901,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25H05.wav
589,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N11.wav
2705,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A04.wav
167,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S06.wav
361,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A63.wav
1173,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34A01.wav
119,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A39.wav
671,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09W03.wav
838,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S11.wav
486,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07N02.wav
2197,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N44.wav
405,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01W01.wav
2825,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09H01.wav
1338,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S12.wav
972,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A35.wav
1404,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N10.wav
1106,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A06.wav
894,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12N02.wav
2455,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29N01.wav
467,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17S05.wav
291,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A10.wav
2728,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F26N03.wav
940,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N41.wav
2440,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A30.wav
819,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03N01.wav
2032,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M35A01.wav
124,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S03.wav
477,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A01.wav
1647,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N10.wav
2434,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A07.wav
1365,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A59.wav
2120,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M45A01.wav
1050,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N10.wav
1929,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N25.wav
2851,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N09.wav
2789,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01N11.wav
2589,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N04.wav
111,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M46A06.wav
1294,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A18.wav
377,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N12.wav
384,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N38.wav
1421,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22W01.wav
929,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A19.wav
403,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S01.wav
2677,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02A03.wav
1642,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N08.wav
1932,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01F03.wav
242,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A69.wav
1008,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09A06.wav
2700,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W22.wav
1967,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S08.wav
1444,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A28.wav
2438,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F15A01.wav
1776,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26S02.wav
1999,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S40.wav
970,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A05.wav
2694,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M45N02.wav
598,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N05.wav
2244,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S10.wav
934,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30N01.wav
1749,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N02.wav
1202,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N83.wav
1447,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A51.wav
1623,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N07.wav
2958,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A69.wav
236,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A17.wav
207,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M39H01.wav
2706,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N09.wav
570,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S02.wav
128,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N51.wav
795,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N51.wav
1293,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S35.wav
238,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H02.wav
2375,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A24.wav
2181,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S16.wav
1325,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H20.wav
304,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N02.wav
994,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06F01.wav
2387,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N15.wav
2532,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A42.wav
2920,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A33.wav
156,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A56.wav
258,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A04.wav
371,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N36.wav
1855,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A37.wav
1872,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A34.wav
1109,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18N01.wav
137,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A15.wav
912,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N05.wav
1153,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A02.wav
576,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A31.wav
2647,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N12.wav
1958,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N16.wav
1571,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N08.wav
2651,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30F02.wav
1974,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07N05.wav
1636,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F25A02.wav
431,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09N08.wav
944,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A33.wav
2186,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A18.wav
1257,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S07.wav
2435,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N32.wav
1489,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N01.wav
1737,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N20.wav
1507,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S15.wav
1829,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A06.wav
840,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A19.wav
2954,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N13.wav
221,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N12.wav
948,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19S03.wav
1960,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H08.wav
1592,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A11.wav
1315,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N05.wav
2206,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A16.wav
803,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N55.wav
1012,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A28.wav
2684,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44F01.wav
1100,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24W04.wav
87,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20N05.wav
1322,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N60.wav
2538,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N03.wav
77,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A57.wav
1117,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S13.wav
2316,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06N02.wav
714,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04W02.wav
1041,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A15.wav
320,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A63.wav
2598,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A01.wav
809,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A50.wav
184,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N45.wav
2077,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11H03.wav
531,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N20.wav
155,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N62.wav
2994,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N46.wav
100,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A03.wav
1067,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12N09.wav
103,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07F04.wav
1521,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S21.wav
2630,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N08.wav
675,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A62.wav
1614,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N01.wav
1191,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A61.wav
2877,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A13.wav
2357,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A13.wav
673,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20H02.wav
2617,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S01.wav
2829,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H10.wav
784,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31S01.wav
1345,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S08.wav
2461,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A04.wav
777,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M52N02.wav
2869,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A28.wav
2827,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N09.wav
1373,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A49.wav
1197,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A04.wav
1409,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S41.wav
224,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A04.wav
1559,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N18.wav
375,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S07.wav
311,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H01.wav
1926,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N72.wav
1261,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A18.wav
2011,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21F02.wav
629,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A28.wav
2093,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A19.wav
535,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A18.wav
498,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A09.wav
1762,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03W02.wav
324,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N14.wav
418,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S02.wav
1237,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17S02.wav
1739,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A12.wav
1417,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A12.wav
866,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N15.wav
358,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N06.wav
2834,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A22.wav
1585,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N04.wav
2504,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09W02.wav
1092,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N35.wav
185,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N17.wav
2420,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03A05.wav
2275,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A14.wav
1692,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N03.wav
841,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A11.wav
306,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21A02.wav
2320,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N67.wav
1853,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N39.wav
2348,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N13.wav
82,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N40.wav
198,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S08.wav
2430,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H04.wav
